filename,abbr,add,addrLine,address,argument,author,back,bibl,body,byline,cell,choice,cit,closer,corr,date,dateline,del,div,emph,epigraph,figure,floatingText,foreign,gap,head,hi,item,l,label,lb,lg,list,mentioned,milestone,name,note,opener,p,pb,q,ref,row,salute,seg,sic,signed,sp,speaker,stage,table,term,title,trailer,unclear
VAC5537.xml,0,0,0,0,0,0,0,44,0,0,0,11,44,1,11,0,0,0,45,15,44,0,0,23,0,46,0,0,279,0,7,62,0,0,1,0,0,0,2126,223,67,0,0,0,0,11,0,12,12,0,0,0,1,0,0
VAC5824.xml,0,0,0,0,0,0,0,30,1,0,0,71,30,2,71,0,0,0,32,0,30,4,1,33,0,59,0,0,12,0,0,2,0,0,0,0,0,0,1914,51,33,0,0,2,0,71,1,19,16,0,0,0,0,0,3
VAC7012.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6214.xml,0,0,0,0,0,0,0,13,6,0,0,0,13,4,0,0,2,0,56,131,17,0,6,7,0,60,0,0,1080,0,2,159,0,0,1,0,0,2,1157,162,50,0,0,1,0,0,4,0,0,0,0,0,0,0,0
VAC6780.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6591.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6085.xml,1,0,1,1,0,0,0,0,3,0,14,0,0,73,0,0,71,0,89,75,0,9,3,3,0,112,7,0,16,0,0,2,0,0,0,0,0,4,1078,160,6,0,7,72,0,0,74,0,0,0,2,0,25,6,0
VAC8029.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7263.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7535.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6866.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6678.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5887.xml,0,0,0,0,0,0,0,0,0,0,0,10,0,1,10,0,0,0,30,51,0,0,0,309,0,60,0,0,194,0,0,61,0,0,0,1,5,0,938,144,61,10,0,0,0,10,0,0,0,0,0,0,35,0,0
VAC5987.xml,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,2,0,50,78,0,0,8,3,0,44,4,0,36,0,0,10,0,0,0,0,0,2,1878,153,19,0,0,2,0,0,7,0,0,0,0,0,1,0,0
VAC7208.xml,0,0,0,0,0,0,0,27,6,0,0,0,27,7,0,0,3,0,38,45,31,0,6,3,0,34,6,0,270,0,0,49,0,0,1,0,0,5,2675,198,49,0,0,7,0,0,6,0,0,0,0,0,3,0,0
VAC7679.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7885.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6182.xml,2,0,0,0,0,0,0,6,7,0,0,1,6,8,1,0,3,0,49,232,1,0,7,111,0,50,153,5,348,0,19,71,3,0,1,0,26,3,622,107,87,52,0,4,0,1,6,0,0,0,0,0,9,0,0
VAC6811.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5714.xml,1,0,0,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,28,457,0,54,3,15,0,82,8,0,29,0,0,10,0,0,0,0,0,0,2252,108,14,0,0,0,0,3,0,0,0,0,0,0,54,0,6
VAC8184.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6953.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6620.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7864.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6330.xml,0,0,0,0,0,0,0,7,0,0,0,0,7,1,0,0,0,0,19,412,11,0,0,6,0,20,1,0,86,0,0,17,0,0,3,0,0,0,996,139,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VAC8224.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7848.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6378.xml,12,0,0,0,0,0,0,2,0,0,0,0,2,25,0,0,23,0,103,281,4,1,0,18,0,110,25,0,55,0,0,10,0,0,0,0,0,1,981,200,9,0,0,1,0,0,2,0,0,0,0,0,18,0,0
VAC5652.xml,0,0,0,0,0,0,0,0,2,0,0,3,0,2,3,0,0,0,14,19,0,0,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1331,156,2,0,0,2,0,3,2,0,0,0,0,0,0,0,0
VAC6023.xml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,44,11,0,0,0,0,13,0,0,58,0,0,12,0,0,0,0,0,0,1673,158,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VAC6445.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC8387.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7936.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6769.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7071.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6413.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7577.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6196.xml,0,0,1,1,0,0,0,0,12,0,0,2,0,12,2,0,1,0,48,73,35,0,12,69,0,40,14,0,194,0,0,49,0,0,1,0,1,8,3460,72,60,2,0,16,0,2,13,0,0,0,0,0,0,0,8
VAC5636.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,7,0,4,0,1,0,32,0,0,10,0,0,3,0,0,0,0,0,0,1659,208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6731.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5768.xml,1,0,0,0,0,0,0,55,2,0,0,0,55,2,0,0,1,0,42,1058,56,0,2,5,0,42,0,0,205,0,0,55,0,0,3,0,0,1,1673,216,62,0,0,1,0,0,1,0,0,0,0,0,3,0,2
VAC5655.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,996,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7433.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7114.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7832.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6293.xml,0,0,0,0,0,0,0,23,2,0,0,1,23,3,1,0,0,0,47,206,39,0,2,1,0,47,2,0,278,0,0,56,0,0,2,0,0,0,1424,202,57,0,0,0,0,1,2,0,0,0,0,0,0,0,2
VAC8057.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7083.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7383.xml,0,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,2,0,31,7,0,0,3,25,0,29,0,0,2,0,0,1,0,0,0,0,3,2,1632,172,4,6,0,4,0,0,3,0,0,0,0,0,0,0,0
VAC6520.xml,0,0,0,0,0,0,0,0,6,0,0,60,0,6,60,0,0,0,62,10,0,0,6,36,0,57,18,0,16,0,0,2,0,0,9,0,0,0,3488,102,8,0,0,1,0,60,6,0,0,0,0,0,0,0,11
VAC7727.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7800.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7685.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7301.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7443.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6253.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7599.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7985.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6204.xml,0,0,0,0,0,0,0,40,5,0,0,1,40,5,1,0,0,0,47,21,41,0,5,2,0,43,1,0,206,0,0,44,0,0,3,0,0,0,2298,252,47,0,0,3,0,1,5,0,0,0,0,0,0,0,7
VAC5565.xml,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,10,9,0,3,1,1,0,9,4,0,2,0,0,1,0,0,0,0,0,1,212,15,2,0,0,0,0,1,3,0,0,0,0,0,1,0,4
VAC8377.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5721.xml,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,0,0,0,17,5,0,0,0,4,0,35,0,0,57,0,0,12,0,0,0,0,0,0,730,31,1,0,0,0,0,5,0,0,0,0,0,0,0,0,4
VAC5623.xml,0,0,0,0,0,0,0,0,3,0,0,17,0,3,17,0,0,0,18,5,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,899,43,3,0,0,2,0,17,3,0,0,0,0,0,0,0,0
VAC8242.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC8354.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7203.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7908.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5885.xml,3,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,1,0,51,801,0,0,8,84,0,44,13,0,56,0,0,16,0,0,0,0,1,5,3864,228,15,2,0,12,0,0,6,0,0,0,0,0,0,0,3
VAC6952.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7047.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6379.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7139.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7645.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6912.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7267.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6747.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5654.xml,0,0,0,0,0,0,0,0,1,0,0,20,0,2,20,0,0,0,33,43,0,9,1,4,0,77,1,0,5,0,0,2,0,0,5,0,0,0,1867,160,3,0,0,1,0,20,0,0,0,0,0,0,0,0,1
VAC8104.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC8147.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC8355.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6133.xml,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,24,78,0,0,2,17,0,24,1,0,127,0,0,25,0,0,0,0,0,0,1571,167,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
VAC7622.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5763.xml,1,0,0,0,0,0,0,0,5,0,0,54,0,6,54,2,2,0,27,316,0,0,5,65,0,22,0,4,2,0,0,1,1,0,0,0,0,5,1352,157,6,0,0,10,0,54,5,0,0,0,0,0,0,0,0
VAC7320.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7525.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7334.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC8327.xml,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,19,63,0,0,0,24,0,19,5,0,1,0,0,0,0,0,5,0,0,0,2623,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC8061.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6902.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6209.xml,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,1,0,99,55,0,50,7,22,0,232,10,0,65,0,0,14,0,0,0,0,0,1,4227,248,20,0,0,6,0,0,8,0,0,0,0,0,4,0,1
VAC6184.xml,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,39,116,13,0,0,3,0,40,216,0,247,0,0,31,0,0,0,0,5,0,866,112,35,10,0,0,0,0,0,0,0,0,0,0,2,0,1
VAC6336.xml,0,0,0,0,0,0,0,0,4,0,0,1,0,4,1,0,0,0,34,43,0,1,4,11,0,31,0,0,8,0,0,2,0,0,0,0,0,2,1550,53,9,0,0,2,0,1,3,0,0,0,0,0,0,0,4
VAC7594.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7463.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6066.xml,0,0,1,1,0,0,0,0,4,0,0,0,0,5,0,0,1,0,38,86,0,0,4,14,0,35,1,0,334,0,0,78,0,0,0,0,1,2,1041,141,11,2,0,7,0,0,5,0,0,0,0,0,8,0,0
VAC7962.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6144.xml,0,0,0,0,0,0,0,0,1,0,54,0,0,2,0,0,0,0,14,74,0,0,1,36,0,14,3,0,1,0,0,0,0,0,1,0,40,0,1429,149,3,80,27,0,0,0,1,0,0,0,5,0,15,0,0
VAC8338.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6867.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5799.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,79,0,0,0,8,0,68,3,0,0,0,0,0,0,0,0,0,3,0,2712,248,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6905.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6446.xml,0,0,0,0,0,0,0,25,2,0,0,35,25,3,35,0,0,0,33,166,31,11,2,91,0,72,2,0,167,0,0,44,0,0,0,0,0,0,3817,81,51,0,0,1,0,35,2,2,2,0,0,0,2,0,38
VAC6126.xml,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,21,152,0,0,1,3,0,41,2,0,10,0,0,5,0,0,2,0,0,0,1520,60,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VAC7480.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5841.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6909.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC6985.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5858.xml,0,0,0,0,24,0,0,0,0,0,0,41,0,1,41,0,0,0,26,2,1,1,0,1,0,29,4,0,9,0,0,2,0,0,0,0,0,0,1512,48,2,0,0,0,0,41,0,0,0,0,0,0,0,0,7
VAC6250.xml,0,0,0,0,1,0,0,0,3,0,0,0,0,8,0,1,6,0,73,219,0,19,3,13,0,139,5,0,133,0,0,26,0,0,1,0,0,10,2190,186,22,0,0,17,0,0,8,0,0,0,0,0,0,0,0
VAC7447.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC5855.xml,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,19,5,0,0,1,6,0,38,1,0,144,0,0,19,0,0,0,0,16,0,663,144,8,32,0,1,0,0,1,55,55,0,0,0,0,1,0
VAC8083.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7544.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC7857.xml,0,0,0,0,0,0,0,54,1,0,0,0,54,2,0,0,0,0,54,531,58,0,1,10,0,106,3,0,386,0,0,83,0,0,0,0,0,0,5718,323,78,0,0,0,0,0,1,0,0,0,0,0,2,0,0
VAC6532.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
